Company Names,Cars Names,Engines,Battery Capacity_CC,HorsePower_hp,Total Speed_km/h,Performance(0 - 100 )KM/H,Fuel Types,Seats,Torque_Nm,Cars Prices_USD
Volkswagen,Fox, 1.4L I4 Gas, 1390 cc,55 - 75 hp,148 km/h,17.5 sec,Petrol,5,93 Nm,"$12,000"
Volkswagen,Vento,1.6L I4 Gas ,1598 cc,105 - 110 hp,186 km/h,11.7 sec,Petrol,5,153 Nm,"$18,000"
Volkswagen,Vento, Diesel,1598 cc,105 - 110 hp,186 km/h,11.7 sec,Petrol,5,153 Nm,"$18,000"
Volkswagen,Golf Electric,Electric,35.8 kWh,136 hp,140 km/h,10.4 sec,Electric,5,290 Nm,"$33,000"
Volkswagen,Bora,1.6L I4 Gas ,1598 cc ,100 - 150 hp,200 km/h,9.4 sec,Petrol,5,220 Nm,"$20,000"
Volkswagen,Bora, 1.9L I4 Diesel,1598 cc,100 - 150 hp,200 km/h,9.4 sec,Petrol,5,220 Nm,"$20,000"
Volkswagen,Bora,1.6L I4 Gas , 1896 cc,100 - 150 hp,200 km/h,9.4 sec,Petrol,5,220 Nm,"$20,000"
Volkswagen,Bora, 1.9L I4 Diesel, 1896 cc,100 - 150 hp,200 km/h,9.4 sec,Petrol,5,220 Nm,"$20,000"
Volkswagen,Teramont,2.0L I4 Turbo ,1984 cc ,235 - 276 hp,190 km/h,8.6 sec,Petrol,7,350 Nm,"$32,000"
Volkswagen,Teramont, 3.6L V6 Gas,1984 cc,235 - 276 hp,190 km/h,8.6 sec,Petrol,7,350 Nm,"$32,000"
Volkswagen,Teramont,2.0L I4 Turbo , 3597 cc,235 - 276 hp,190 km/h,8.6 sec,Petrol,7,350 Nm,"$32,000"
Volkswagen,Teramont, 3.6L V6 Gas, 3597 cc,235 - 276 hp,190 km/h,8.6 sec,Petrol,7,350 Nm,"$32,000"
Volkswagen,Taos,1.5L I4 Turbo,1498 cc,158 hp,193 km/h,8.4 sec,Petrol,5,250 Nm,"$24,000"
Volkswagen,Up! Cabriolet,1.0L I3 Turbo,999 cc,82 - 115 hp,160 km/h,12.4 sec,Petrol,4,95 Nm,"$18,000"
Volkswagen,T-Roc Cabriolet,1.0L I3 Turbo ,999 cc ,115 - 150 hp,205 km/h,9.6 sec,Petrol,4,250 Nm,"$35,000"
Volkswagen,T-Roc Cabriolet, 1.5L I4 Turbo,999 cc ,115 - 150 hp,205 km/h,9.6 sec,Petrol,4,250 Nm,"$35,000"
Volkswagen,T-Roc Cabriolet,1.0L I3 Turbo , 1498 cc,115 - 150 hp,205 km/h,9.6 sec,Petrol,4,250 Nm,"$35,000"
Volkswagen,T-Roc Cabriolet, 1.5L I4 Turbo, 1498 cc,115 - 150 hp,205 km/h,9.6 sec,Petrol,4,250 Nm,"$35,000"
Volkswagen,Passat CC,2.0L I4 Turbo,1984 cc,200 - 280 hp,240 km/h,7.3 sec,Petrol,5,280 Nm,"$40,000"
Volkswagen,Transporter,2.0L I4 Turbo Diesel,1968 cc,102 - 204 hp,180 km/h,12.2 sec,Diesel,9,340 Nm,"$35,000"
Volkswagen,Amarok V6,3.0L V6 Turbo Diesel,2967 cc,204 - 258 hp,191 km/h,7.9 sec,Diesel,5,580 Nm,"$45,000"
Volkswagen,ID.2,Electric,~50 kWh (Estimate),~170 hp,160 km/h,8.0 sec,Electric,5,220 Nm,"$25,000"
Volkswagen,Polo TDI,1.4L I4 Diesel ,1390 cc ,75 - 105 hp,190 km/h,9.9 sec,Diesel,5,250 Nm,"$20,000"
Volkswagen,Polo TDI, 1.6L Diesel,1390 cc ,75 - 105 hp,190 km/h,9.9 sec,Diesel,5,250 Nm,"$20,000"
Volkswagen,Polo TDI,1.4L I4 Diesel , 1598 cc,75 - 105 hp,190km/h,9.9 sec,Diesel,5,250 Nm,"$20,000"
Volkswagen,Polo TDI, 1.6L Diesel, 1598 cc,75 - 105 hp,190km/h,9.9 sec,Diesel,5,250 Nm,"$20,000"
Volkswagen,Golf GTE,Plug-in Hybrid (1.4L I4 Turbo),1395 cc + Electric Motor,204 hp,222 km/h,7.6 sec,Hybrid,5,350 Nm,"$40,000"
Volkswagen,Touareg V8,4.0L V8 Turbo Diesel,3956 cc,421 hp,250 km/h,4.9 sec,Petrol,5,770 Nm,"$70,000"
Volkswagen,Beetle Dune,1.4L I4 Turbo,1395 cc,150 hp,200 km/h,7.5 sec,Petrol,4,250 Nm,"$30,000"
Volkswagen,Passat B8,1.5L I4 Turbo ,1498 cc ,150 - 280 hp,210 km/h,8.7 sec,Petrol,5,250 Nm,"$28,000"
Volkswagen,Passat B8, 2.0L Diesel,1498 cc,150 - 280 hp,210 km/h,8.7 sec,Petrol,5,250 Nm,"$28,000"
Volkswagen,Passat B9,1.5L I4 Turbo , 1968 cc,150 - 280 hp,210 km/h,8.7 sec,Petrol,5,250 Nm,"$28,000"
Volkswagen,Passat B9, 2.0L Diesel, 1968 cc,150 - 280 hp,210 km/h,8.7 sec,Petrol,5,250 Nm,"$28,000"
Volkswagen,ID.4 Pro S,Electric,77 kWh,201 hp,180 km/h,7.8 sec,Electric,5,310 Nm,"$45,000"
Volkswagen,Golf Cabriolet,1.2L I4 Turbo , 1984 cc,105 - 210 hp,217 km/h,8.4 sec,Petrol,5,200 Nm,"$30,000"
Volkswagen,Golf Cabriolet, 2.0L I4 Turbo, 1984 cc,105 - 210 hp,210 km/h,8.4 sec,Petrol,5,200 Nm,"$30,000"
Volkswagen,Golf Country,1.8L I4 Gas,1781 cc,98 hp,165 km/h,12.0 sec,Petrol,5,170 Nm,"$25,000"
Volkswagen,Jetta GLI,2.0L I4 Turbo,1984 cc,228 hp,250 km/h,6.5 sec,Petrol,5,350 Nm,"$31,000"
Volkswagen,Arteon Shooting Brake,2.0L I4 Turbo,1984 cc,150 - 320 hp,250 km/h,5.6 sec,Petrol,5,420 Nm,"$50,000"
Volkswagen,T-Cross R-Line,1.0L I3 Turbo ,999 cc ,115 - 150 hp,200 km/h,8.5 sec,Petrol,5,250 Nm,"$27,000"
Volkswagen,T-Cross R-Line, 1.5L I4 Turbo,999 cc,115 - 150 hp,200 km/h,8.5 sec,Petrol,5,250 Nm,"$27,000"
Volkswagen,T-Cross R-Line,1.0L I3 Turbo , 1498 cc,115 - 150 hp,200 km/h,8.5 sec,Petrol,5,250 Nm,"$27,000"
Volkswagen,T-Cross R-Line, 1.5L I4 Turbo, 1498 cc,115 - 150 hp,200 km/h,8.5 sec,Petrol,5,250 Nm,"$27,000"
Volkswagen,Golf R32,3.2L VR6,3189 cc,240 hp,250 km/h,6.2 sec,Petrol,5,320 Nm,"$40,000"
Volkswagen,Passat B7,1.6L Diesel ,1598 cc ,120 - 240 hp,220 km/h,8.5 sec,Petrol,5,280 Nm,"$26,000"
Volkswagen,Passat B7, 2.0L I4 Turbo,1598 cc,120 - 240 hp,220 km/h,8.5 sec,Petrol,5,280 Nm,"$26,000"
Volkswagen,Passat B8,1.6L Diesel , 1984 cc,120 - 240 hp,220 km/h,8.5 sec,Petrol,5,280 Nm,"$26,000"
Volkswagen,Passat B8, 2.0L I4 Turbo, 1984 cc,120 - 240 hp,220 km/h,8.5 sec,Petrol,5,280 Nm,"$26,000"
Volkswagen,Scirocco 16V,1.8L I4 Gas,1781 cc,137 hp,220 km/h,7.1 sec,Petrol,4,230 Nm,"$35,000"
Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199 cc,75 - 95 hp,190 km/h,10.5 sec,Diesel,5,210 Nm,"$20,000"
Volkswagen,Golf Variant GTD,2.0L Diesel I4,1968 cc,184 hp,230 km/h,7.5 sec,Diesel,5,380 Nm,"$38,000"
Volkswagen,Polo GTI R5,1.6L Turbocharged Rally Engine,1598 cc,272 hp,200 km/h,4.1 sec,Petrol,5,400 Nm,"$45,000"
Volkswagen,ID. Buzz Pro,Electric,77 kWh,204 hp,145 km/h,10.2 sec,Electric,7,310 Nm,"$60,000"
Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,1395 cc,170 hp,210 km/h,8.6 sec,Hybrid,5,250 Nm,"$28,000"
Volkswagen,Golf Variant Alltrack,2.0L Diesel I4,1968 cc,150 - 200 hp,220 km/h,7.8 sec,Petrol,5,320 Nm,"$35,000"
Volkswagen,Volkswagen XL1,Plug-in Hybrid (0.8L I2 Diesel),800 cc + Electric Motor,68 hp,160 km/h,11.9 sec,Hybrid,2,140 Nm,"$150,000"
Volkswagen,Golf TDI,2.0L Diesel I4,1968 cc,150 - 184 hp,220 km/h,8.0 sec,Diesel,5,350 Nm,"$28,000"
Volkswagen,Passat Variant,1.5L I4 Turbo ,1498 cc ,150 - 240 hp,220 km/h,8.5 sec,Petrol,5,280 Nm,"$30,000"
Volkswagen,Passat Variant, 2.0L Diesel,1498 cc,150 - 240 hp,220 km/h,8.5 sec,Petrol,5,280 Nm,"$30,000"
Volkswagen,Passat Variant,1.5L I4 Turbo , 1968 cc,150 - 240 hp,220 km/h,8.5 sec,Petrol,5,280 Nm,"$30,000"
Volkswagen,Passat Variant, 2.0L Diesel, 1968 cc,150 - 240 hp,220 km/h,8.5 sec,Petrol,5,280 Nm,"$30,000"
Volkswagen,Polo GTI Clubsport,2.0L I4 Turbo,1984 cc,300 hp,240 km/h,6.7 sec,Petrol,5,320 Nm,"$30,000"
Volkswagen,ID.3 GTX,Electric,77 kWh,299 hp,180 km/h,6.2 sec,Electric,5,310 Nm,"$45,000"
Volkswagen,Arteon R-Line,2.0L I4 Turbo,1984 cc,190 - 280 hp,250 km/h,5.6 sec,Petrol,5,420 Nm,"$50,000"
Volkswagen,Golf TGI,1.5L I4 CNG,1498 cc,130 hp,220 km/h,8.8 sec,Petrol,5,200 Nm,"$30,000"
Volkswagen,Scirocco GTS,2.0L I4 Turbo,1984 cc,220 hp,246 km/h,6.5 sec,Petrol,4,350 Nm,"$35,000"
Volkswagen,Caddy Maxi,2.0L Diesel I4,1968 cc,122 - 150 hp,180 km/h,12.0 sec,Diesel,7,250 Nm,"$25,000"
Volkswagen,Volkswagen Lupo 3L,1.2L Diesel I3,1199 cc,61 hp,165 km/h,14.5 sec,Diesel,4,140 Nm,"$20,000"
Volkswagen,Polo Beats,1.0L I3 Turbo,999 cc,95 hp,187 km/h,9.5 sec,Petrol,5,175 Nm,"$22,000"
Volkswagen,Passat Hybrid,1.4L I4 Turbo + Electric Motor,1395 cc,215 hp,210 km/h,7.4 sec,Hybrid,5,330 Nm,"$32,000"
Volkswagen,Golf TCR,2.0L I4 Turbo,1984 cc,290 hp,250 km/h,5.6 sec,Petrol,5,370 Nm,"$40,000"
Volkswagen,Tiguan R-Line,2.0L I4 Turbo,1984 cc,190 - 230 hp,250 km/h,4.9 sec,Petrol,5,420 Nm,"$45,000"
Volkswagen,Sharan Business,2.0L Diesel I4,1968 cc,150 - 184 hp,200 km/h,8.3 sec,Diesel,7,350 Nm,"$35,000"
Volkswagen,ID. Buzz Cargo Pro,Electric,77 kWh,204 hp,145 km/h,10.2 sec,Electric,2,310 Nm,"$55,000"
Volkswagen,Arteon 280 TSI,2.0L I4 Turbo,1984 cc,280 hp,250 km/h,5.6 sec,Petrol,5,350 Nm,"$50,000"
Volkswagen,Jetta GLI 35th,2.0L I4 Turbo,1984 cc,228 hp,250 km/h,6.5 sec,Petrol,5,350 Nm,"$31,000"
Volkswagen,Beetle Final Edition,2.0L I4 Turbo,1984 cc,174 hp,205 km/h,7.0 sec,Petrol,4,250 Nm,"$25,000"
Volkswagen,Golf Variant TDI,2.0L Diesel I4,1968 cc,150 - 184 hp,220 km/h,7.8 sec,Diesel,5,350 Nm,"$30,000"
Volkswagen,Golf 4MOTION,2.0L Diesel I4,1968 cc,150 - 184 hp,250 km/h,4.9 sec,Petrol,5,400 Nm,"$40,000"
Volkswagen,Jetta SportWagen,1.4L I4 Turbo ,1395 cc ,147 - 150 hp,200 km/h,8.5 sec,Petrol,5,250 Nm,"$27,000"
Volkswagen,Jetta SportWagen, 2.0L Diesel I4,1395cc,147 - 150 hp,200 km/h,8.5 sec,Petrol,5,250 Nm,"$27,000"
Volkswagen,Jetta SportWagen,1.4L I4 Turbo , 1968 cc,147 - 150 hp,200 km/h,8.5 sec,Petrol,5,250 Nm,"$27,000"
Volkswagen,Jetta SportWagen, 2.0L Diesel I5, 1968 cc,147 - 150 hp,200 km/h,8.5 sec,Petrol,5,250 Nm,"$27,000"
Volkswagen,Polo GTI Plus,2.0L I4 Turbo,1984 cc,207 hp,237 km/h,6.7 sec,Petrol,5,320 Nm,"$30,000"
Volkswagen,Touareg V6,3.0L V6 Turbo Diesel ,2967 cc,231 - 340 hp,235 km/h,7.5 sec,Petrol,5,450 Nm,"$60,000"
Volkswagen,Touareg V7, Gasoline,2967 cc,231 - 340 hp,235 km/h,7.5 sec,Petrol,5,450 Nm,"$60,000"
Volkswagen,Tiguan eHybrid,1.4L I4 Turbo + Electric Motor,1395 cc + Battery,245 hp,200 km/h,7.5 sec,Hybrid,5,400 Nm,"$42,000"
Volkswagen,Up! e-up!,Electric,32.3 kWh,83 hp,130 km/h,11.9 sec,Electric,4,210 Nm,"$23,000"
Volkswagen,Amarok V8,4.0L V8 Turbo Diesel,3996 cc,310 - 340 hp,210 km/h,7.4 sec,Diesel,5,580 Nm,"$70,000"
Volkswagen,Golf R Cabriolet,2.0L I4 Turbo,1984 cc,265 hp,250 km/h,5.9 sec,Petrol,4,380 Nm,"$45,000"
Volkswagen,Passat Alltrack TDI,2.0L Diesel I4,1968 cc,190 hp,220 km/h,8.0 sec,Diesel,5,400 Nm,"$40,000"
Volkswagen,ID. Buzz Cargo EV,Electric,77 kWh,204 hp,145 km/h,10.2 sec,Electric,2,310 Nm,"$55,000"
Nissan,Versa,1.6L Inline-4,1598 cc,122 HP,180 km/h,10.4 sec,Petrol,5,154 Nm,"$16,700"
Nissan,Micra,1.0L Turbocharged Inline-3,999 cc,100 HP,175 km/h,10.8 sec,Petrol,5,160 Nm,"$15,500"
Nissan,Patrol Platinum,5.6L V8,5552 cc,400 HP,210 km/h,7.3 sec,Petrol,7,560 Nm,"$77,000"
Nissan,Qashqai,1.3L Turbocharged Inline-4,1332 cc,156 HP,195 km/h,8.9 sec,Petrol,5,260 Nm,"$26,000"
Nissan,Murano,3.5L V6,3498 cc,260 HP,210 km/h,7.5 sec,Petrol,5,325 Nm,"$39,000"
Nissan,Maxima Platinum,3.5L V6,3498 cc,300 HP,220 km/h,6.2 sec,Petrol,5,353 Nm,"$45,000"
Nissan,Armada,5.6L V8,5552 cc,400 HP,210 km/h,6.5 sec,Petrol,8,560 Nm,"$51,000"
Nissan,Kicks,1.6L Inline-4,1598 cc,122 HP,180 km/h,10.7 sec,Petrol,5,154 Nm,"$20,000"
Nissan,X-Trail,1.5L Turbocharged Inline-3,1498 cc,201 HP,200 km/h,8.0 sec,Hybrid,5,305 Nm,"$29,000"
Nissan,Z (Fairlady Z),3.0L Twin-Turbo V6,2997 cc,400 HP,250 km/h,4.5 sec,Petrol,2,475 Nm,"$40,000"
Nissan,Almera,1.0L Turbocharged Inline-3,999 cc,100 HP,185 km/h,10.7 sec,Petrol,5,160 Nm,"$14,500"
Nissan,Sylphy,1.8L Inline-4,1798 cc,137 HP,190 km/h,9.6 sec,Petrol,5,174 Nm,"$18,000"
Nissan,Note,1.2L Inline-3 Hybrid,1198 cc,109 HP,170 km/h,11.5 sec,Hybrid,5,150 Nm,"$16,000"
Nissan,Sunny,1.6L Inline-4,1598 cc,118 HP,180 km/h,11.0 sec,Petrol,5,156 Nm,"$15,000"
Nissan,Cube,1.8L Inline-4,1798 cc,122 HP,175 km/h,10.6 sec,Petrol,5,171 Nm,"$14,500"
Nissan,Juke,1.0L Turbocharged Inline-3,999 cc,117 HP,180 km/h,10.4 sec,Petrol,5,180 Nm,"$25,000"
Nissan,Terrano,1.5L Inline-4 Diesel,1461 cc,110 HP,168 km/h,13.5 sec,Diesel,5,248 Nm,"$15,500"
Nissan,Magnite,1.0L Turbocharged Inline-3,999 cc,100 HP,160 km/h,13.0 sec,Petrol,5,160 Nm,"$12,000"
Nissan,Xterra,4.0L V6,3954 cc,261 HP,200 km/h,7.8 sec,Petrol,7,381 Nm,"$35,000"
Nissan,Patrol,5.6L V8,5552 cc,400 HP,210 km/h,7.3 sec,Petrol,7,560 Nm,"$77,000"
Nissan,GT-R NISMO,3.8L Twin-Turbo V6,3799 cc,600 HP,330 km/h,2.9 sec,Petrol,2,652 Nm,"$220,000"
Nissan,370Z Roadster,3.7L V6,3696 cc,332 HP,250 km/h,5.5 sec,Petrol,2,366 Nm,"$41,820"
Nissan,Ariya,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,Electric,5,600 Nm,"$58,950"
Nissan,Patrol Royale,5.6L V8,5552 cc,400 HP,210 km/h,6.6 sec,Petrol,7,560 Nm,"$85,000"
Nissan,Infiniti QX80*,5.6L V8,5552 cc,400 HP,210 km/h,6.5 sec,Petrol,7,560 Nm,"$70,600"
Nissan,Tiida,1.6L Inline-4,1598 cc,126 HP,190 km/h,10.1 sec,Petrol,5,154 Nm,"$14,500"
Nissan,Pulsar,1.2L Turbocharged Inline-4,1197 cc,115 HP,190 km/h,10.7 sec,Petrol,5,190 Nm,"$19,000"
Nissan,Latio,1.5L Inline-4,1498 cc,102 HP,175 km/h,11.5 sec,Petrol,5,139 Nm,"$13,000"
Nissan,Bluebird Sylphy,2.0L Inline-4,1997 cc,133 HP,185 km/h,10.5 sec,Petrol,5,191 Nm,"$18,500"
Nissan,March,1.2L Inline-3,1198 cc,79 HP,170 km/h,13.7 sec,Petrol,5,106 Nm,"$12,000"
Nissan,Rogue Sport,2.0L Inline-4,1997 cc,141 HP,190 km/h,9.8 sec,Petrol,5,199 Nm,"$24,960"
Nissan,X-Trail Hybrid,2.0L Inline-4 Hybrid,1997 cc,179 HP,180 km/h,9.4 sec,Hybrid,5,207 Nm,"$28,500"
Nissan,Pathfinder Rock Creek,3.5L V6,3498 cc,284 HP,190 km/h,7.4 sec,Petrol,7,351 Nm,"$42,820"
Nissan,Armada Platinum,5.6L V8,5552 cc,400 HP,210 km/h,6.5 sec,Petrol,8,560 Nm,"$65,300"
Nissan,Terrano XL,1.6L Inline-4,1598 cc,104 HP,165 km/h,12.5 sec,Petrol,5,145 Nm,"$14,000"
Nissan,GT-R50 by Italdesign,3.8L Twin-Turbo V6,3799 cc,720 HP,315 km/h,2.5 sec,Petrol,2,780 Nm,"$1,100,000"
Nissan,370Z NISMO,3.7L V6,3696 cc,350 HP,250 km/h,5.2 sec,Petrol,2,374 Nm,"$45,790"
Nissan,Ariya E-4ORCE,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,Electric,5,600 Nm,"$60,000"
Nissan,Patrol NISMO,5.6L V8,5552 cc,428 HP,210 km/h,6.5 sec,Petrol,7,560 Nm,"$105,000"
Nissan,Infiniti Q60*,3.0L V6 Twin-Turbo,2997 cc,300 HP,250 km/h,5.0 sec,Petrol,4,400 Nm,"$41,750"
Nissan,Primera,2.0L Inline-4,1998 cc,140 HP,200 km/h,9.6 sec,Petrol,5,190 Nm,"$20,000"
Nissan,Skyline,3.0L V6 Twin-Turbo,2997 cc,400 HP,250 km/h,5.0 sec,Petrol,5,475 Nm,"$50,000"
Nissan,Cedric,2.0L Inline-6,1998 cc,150 HP,190 km/h,10.5 sec,Petrol,5,190 Nm,"$22,000"
Nissan,Gloria,2.5L V6,2498 cc,210 HP,210 km/h,8.6 sec,Petrol,5,250 Nm,"$30,000"
Nissan,Stanza,1.8L Inline-4,1796 cc,120 HP,175 km/h,11.0 sec,Petrol,5,170 Nm,"$18,500"
Nissan,Patrol Super Safari,4.8L Inline-6,4750 cc,280 HP,190 km/h,8.2 sec,Petrol,7,451 Nm,"$55,000"
Nissan,Pathfinder Hybrid,2.5L Inline-4 Hybrid,2488 cc,250 HP,190 km/h,7.7 sec,Hybrid,7,329 Nm,"$42,500"
Nissan,X-Terra Pro-4X,2.5L Inline-4,2498 cc,190 HP,175 km/h,10.8 sec,Petrol,7,240 Nm,"$40,000"
Nissan,Rogue Platinum,1.5L Turbo Inline-3,1497 cc,201 HP,180 km/h,8.2 sec,Petrol,5,300 Nm,"$38,000"
Nissan,Qashqai Tekna,1.3L Turbo Hybrid Inline-4,1332 cc,158 HP,190 km/h,9.2 sec,Hybrid,5,270 Nm,"$36,000"
Nissan,GT-R V-Spec,3.8L Twin-Turbo V6,3799 cc,600 HP,330 km/h,2.8 sec,Petrol,2,652 Nm,"$175,000"
Nissan,Skyline NISMO,3.0L Twin-Turbo V6,2997 cc,420 HP,270 km/h,4.7 sec,Petrol,5,475 Nm,"$55,000"
Nissan,Ariya Lounge Edition,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,Electric,5,600 Nm,"$63,000"
Nissan,Patrol Titanium,5.6L V8,5552 cc,428 HP,210 km/h,6.5 sec,Petrol,7,560 Nm,"$98,000"
Nissan,Infiniti FX50*,5.0L V8,5026 cc,390 HP,250 km/h,5.6 sec,Petrol,5,500 Nm,"$61,750"
Nissan,Avenir,2.0L Inline-4,1998 cc,140 HP,180 km/h,9.8 sec,Petrol,5,186 Nm,"$20,000"
Nissan,Wingroad,1.8L Inline-4,1798 cc,125 HP,175 km/h,10.8 sec,Petrol,5,168 Nm,"$18,000"
Nissan,Presea,1.8L Inline-4,1838 cc,115 HP,170 km/h,11.5 sec,Petrol,5,161 Nm,"$17,500"
Nissan,Leopard,3.0L V6,2960 cc,210 HP,200 km/h,8.4 sec,Petrol,5,265 Nm,"$32,000"
Nissan,Sunny NISMO Edition,1.6L Turbo Inline-4,1598 cc,190 HP,200 km/h,7.5 sec,Petrol,5,240 Nm,"$24,000"
Nissan,Paladin,2.4L Inline-4,2438 cc,150 HP,180 km/h,10.6 sec,Petrol,5,217 Nm,"$20,000"
Nissan,Hardbody SUV,2.5L Inline-4,2498 cc,158 HP,175 km/h,11.0 sec,Petrol,5,225 Nm,"$18,500"
Nissan,Patrol Desert Edition,5.6L V8,5552 cc,428 HP,210 km/h,6.5 sec,Petrol,7,560 Nm,"$95,000"
Nissan,Pathfinder Armada,5.6L V8,5552 cc,400 HP,200 km/h,6.5 sec,Petrol,7,560 Nm,"$60,000"
Nissan,Rogue Midnight Edition,1.5L Turbo Inline-3,1497 cc,201 HP,180 km/h,8.2 sec,Petrol,5,300 Nm,"$39,000"
Nissan,GT-R Black Edition,3.8L Twin-Turbo V6,3799 cc,600 HP,330 km/h,2.8 sec,Petrol,2,652 Nm,"$185,000"
Nissan,Fairlady Z Heritage,3.0L Twin-Turbo V6,2997 cc,400 HP,250 km/h,4.2 sec,Petrol,2,475 Nm,"$48,000"
Nissan,Skyline GT-R R34,2.6L Twin-Turbo Inline-6,2568 cc,276 HP,250 km/h,5.6 sec,Petrol,4,392 Nm,"$70,000"
Nissan,Ariya Premiere,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,Electric,5,600 Nm,"$67,000"
Nissan,Infiniti QX55*,2.0L VC-Turbo Inline-4,1997 cc,268 HP,230 km/h,6.5 sec,Petrol,5,380 Nm,"$50,000"
Nissan,NV350 Caravan,2.5L Inline-4 Diesel,2488 cc,129 HP,155 km/h,12.5 sec,Diesel,8,356 Nm,"$28,000"
Nissan,Navara,2.3L Inline-4 Diesel,2298 cc,190 HP,180 km/h,10.2 sec,Diesel,5,450 Nm,"$32,000"
Nissan,Titan XD,5.6L V8,5552 cc,400 HP,195 km/h,6.9 sec,Petrol,6,560 Nm,"$55,000"
Nissan,Evalia,1.5L Inline-4 Diesel,1461 cc,85 HP,140 km/h,15.0 sec,Diesel,7,200 Nm,"$25,000"
Nissan,Cabstar,2.5L Inline-4 Diesel,2488 cc,130 HP,145 km/h,14.8 sec,Diesel,3,350 Nm,"$27,000"
Nissan,Cherry,1.4L Inline-4,1397 cc,67 HP,145 km/h,14.0 sec,Petrol,5,110 Nm,"$14,000"
Nissan,Laurel,2.8L Inline-6 Diesel,2825 cc,94 HP,160 km/h,12.5 sec,Diesel,5,184 Nm,"$22,000"
Nissan,Silvia,2.0L Turbo Inline-4,1998 cc,247 HP,235 km/h,5.9 sec,Petrol,4,275 Nm,"$45,000"
Nissan,NX Coupe,2.0L Inline-4,1998 cc,140 HP,200 km/h,9.0 sec,Petrol,4,180 Nm,"$22,000"
Nissan,AD Wagon,1.5L Inline-4,1498 cc,105 HP,165 km/h,12.3 sec,Petrol,5,150 Nm,"$16,000"
Nissan,Patrol Super Safari Y61,4.8L Inline-6,4750 cc,280 HP,190 km/h,8.2 sec,Petrol,7,451 Nm,"$58,000"
Nissan,Pathfinder Rock Creek Edition,3.5L V6,3498 cc,284 HP,195 km/h,7.2 sec,Petrol,7,351 Nm,"$44,000"
Nissan,Terrano II,2.7L Inline-4 Diesel,2664 cc,125 HP,160 km/h,12.9 sec,Diesel,5,278 Nm,"$28,000"
Nissan,Murano CrossCabriolet,3.5L V6,3498 cc,260 HP,195 km/h,7.6 sec,Petrol,4,325 Nm,"$47,000"
Nissan,X-Trail Tekna,1.5L Turbo Hybrid,1497 cc,204 HP,190 km/h,8.0 sec,Hybrid,5,305 Nm,"$43,000"
Nissan,GT-R LM NISMO,3.0L Twin-Turbo V6 Hybrid,3000 cc,500 HP,320 km/h,3.0 sec,Hybrid,2,650 Nm,"$600,000"
Nissan,Skyline 400R,3.0L Twin-Turbo V6,2997 cc,400 HP,250 km/h,4.5 sec,Petrol,5,475 Nm,"$70,000"
Nissan,Infiniti G37*,3.7L V6,3696 cc,328 HP,250 km/h,5.5 sec,Petrol,5,365 Nm,"$42,000"
Nissan,Patrol Black Edition,5.6L V8,5552 cc,400 HP,200 km/h,6.5 sec,Petrol,7,560 Nm,"$85,000"
Nissan,Ariya Empower+,Dual Electric Motors,87 kWh,389 HP,200 km/h,5.1 sec,Electric,5,600 Nm,"$68,000"
Nissan,Datsun 510 (Classic),1.6L Inline-4,1595 cc,96 HP,175 km/h,10.2 sec,Petrol,4,135 Nm,"$25,000"
Nissan,200SX,2.0L Turbo Inline-4,1998 cc,200 HP,240 km/h,7.2 sec,Petrol,4,265 Nm,"$30,000"
Nissan,300ZX,3.0L Twin-Turbo V6,2960 cc,300 HP,250 km/h,5.9 sec,Petrol,4,384 Nm,"$50,000"
Nissan,R390 GT1 Road Car,3.5L Twin-Turbo V8,3495 cc,550 HP,354 km/h,3.3 sec,Petrol,2,637 Nm,"$1,000,000"
Nissan,Figaro,1.0L Turbo Inline-4,987 cc,76 HP,170 km/h,12.8 sec,Petrol,4,103 Nm,"$20,000"
Nissan,Hardbody Truck,2.4L Inline-4,2389 cc,134 HP,160 km/h,10.6 sec,Petrol,5,206 Nm,"$25,000"
Nissan,Atlas,3.0L Inline-4 Diesel,2999 cc,130 HP,130 km/h,18.0 sec,Diesel,3,300 Nm,"$35,000"
Nissan,Clipper,660cc Inline-3,659 cc,48 HP,110 km/h,18.5 sec,Petrol,4,62 Nm,"$10,000"
Nissan,NV200,2.0L Inline-4,1998 cc,131 HP,140 km/h,14.0 sec,Petrol,7,188 Nm,"$28,000"
Nissan,Violet,1.8L Inline-4,1770 cc,85 HP,155 km/h,13.8 sec,Petrol,5,130 Nm,"$18,000"
Nissan,Bluebird Z,2.0L Inline-4,1998 cc,140 HP,190 km/h,11.0 sec,Petrol,5,180 Nm,"$23,000"
Nissan,Stanza Wagon,2.4L Inline-4,2389 cc,138 HP,160 km/h,12.0 sec,Petrol,7,205 Nm,"$22,000"
Nissan,180SX,2.0L Turbo Inline-4,1998 cc,205 HP,240 km/h,6.8 sec,Petrol,4,275 Nm,"$35,000"
Nissan,Sunny California,1.6L Inline-4,1597 cc,110 HP,170 km/h,11.0 sec,Petrol,5,140 Nm,"$18,000"
