Company Names,Cars Names,Engines,Battery Capacity_CC,HorsePower_hp,Total Speed_km/h,Performance(0 - 100 )KM/H,Fuel Types,Seats,Torque_Nm,Cars Prices_USD
Tata Motors,Indigo Marina, 1.4L Petrol,1396 cc, 85 hp,150 km/h,17sec,Petrol,5,135 Nm,"$8,300"
Tata Motors,Indigo Marina,1.4L CR4 Diesel ,1396 cc,70 hp ,150 km/h,17 sec,Diesel,5, 115 Nm,"$8,300"
Tata Motors,Indigo Marina, 1.4L Petrol,1396 cc,70 hp,150 km/h,17 sec,Diesel,5, 115 Nm,"$8,300"
Tata Motors,Indigo Marina,1.4L CR4 Diesel ,1396 cc, 85 hp,150 km/h,17 sec,Diesel,5, 115 Nm,"$8,300"
Tata Motors,Indigo Marina, 1.4L Petrol,1396 cc, 85 hp,150 km/h,17 sec,Diesel,5, 115 Nm,"$8,300"
Tata Motors,Indigo Marina,1.4L CR4 Diesel ,1396 cc,70 hp ,150 km/h,17 sec,Petrol,5, 115 Nm,"$8,300"
Tata Motors,Indigo Marina, 1.4L Petrol,1396 cc,70 hp,150 km/h,17 sec,Petrol,5, 115 Nm,"$8,300"
Tata Motors,Indigo Marina,1.4L CR4 Diesel ,1396 cc, 85 hp,150 km/h,17 sec,Petrol,5, 115 Nm,"$8,300"
Tata Motors,Indigo Marina, 1.4L Petrol,1396 cc, 85 hp,150 km/h,17 sec,Petrol,5, 115 Nm,"$8,300"
Tata Motors,Manza,1.3L Quadrajet Diesel ,1248 cc ,75 hp ,160 km/h,14 sec,Diesel,5,200 Nm ,"$9,000"
Tata Motors,Manza, 1.4L Petrol,1248 cc,75 hp,160 km/h,14 sec,Diesel,5,200 Nm,"$9,000"
Tata Motors,Manza,1.3L Quadrajet Diesel ,1248 cc, 90 hp,160 km/h,14 sec,Diesel,5,200 Nm,"$9,000"
Tata Motors,Manza, 1.4L Petrol,1248 cc, 90 hp,160 km/h,14 sec,Diesel,5,200 Nm,"$9,000"
Tata Motors,Manza,1.3L Quadrajet Diesel ,1248 cc,75 hp ,160 km/h,14 sec,Petrol,5,200 Nm,"$9,000"
Tata Motors,Manza, 1.4L Petrol,1248 cc,75 hp,160 km/h,14 sec,Petrol,5,200 Nm,"$9,000"
Tata Motors,Manza,1.3L Quadrajet Diesel ,1248 cc, 90 hp,160 km/h,14sec,Petrol,5,200 Nm,"$9,000"
Tata Motors,Manza, 1.4L Petrol,1248 cc, 90 hp,160 km/h,14sec,Petrol,5,200 Nm,"$9,000"
Tata Motors,Manza,1.3L Quadrajet Diesel ,1248 cc,75 hp ,160 km/h,14 sec,Diesel,5, 115 Nm,"$9,000"
Tata Motors,Manza, 1.4L Petrol,1248 cc,75 hp,160 km/h,14 sec,Diesel,5, 115 Nm,"$9,000"
Tata Motors,Manza,1.3L Quadrajet Diesel ,1248 cc, 90 hp,160 km/h,14sec,Diesel,5, 115 Nm,"$9,000"
Tata Motors,Manza, 1.4L Petrol,1248 cc, 90 hp,160 km/h,14sec,Diesel,5, 115 Nm,"$9,000"
Tata Motors,Manza,1.3L Quadrajet Diesel ,1248 cc,75 hp ,160 km/h,14 sec,Petrol,5, 115 Nm,"$9,000"
Tata Motors,Manza, 1.4L Petrol,1248 cc,75 hp,160 km/h,14 sec,Petrol,5, 115 Nm,"$9,000"
Tata Motors,Manza,1.3L Quadrajet Diesel ,1248 cc, 90 hp,160 km/h,14 sec,Petrol,5, 115 Nm,"$9,000"
Tata Motors,Manza, 1.4L Petrol,1248 cc, 90 hp,160 km/h,14 sec,Petrol,5, 115 Nm,"$9,000"
Tata Motors,Manza,1.3L Quadrajet Diesel , 1368 cc,75 hp ,160 km/h,14 sec,Diesel,5,200 Nm ,"$9,000"
Tata Motors,Manza, 1.4L Petrol, 1368 cc,75 hp,160 km/h,14 sec,Diesel,5,200 Nm,"$9,000"
Tata Motors,Manza,1.3L Quadrajet Diesel , 1368 cc, 90 hp,160 km/h,14 sec,Diesel,5,200 Nm,"$9,000"
Tata Motors,Manza, 1.4L Petrol, 1368 cc, 90 hp,160 km/h,14 sec,Diesel,5,200 Nm,"$9,000"
Tata Motors,Manza,1.3L Quadrajet Diesel , 1368 cc,75 hp ,160 km/h,14 sec,Petrol,5,200 Nm,"$9,000"
Tata Motors,Manza, 1.4L Petrol, 1368 cc,75 hp,160 km/h,14 sec,Petrol,5,200 Nm,"$9,000"
Tata Motors,Manza,1.3L Quadrajet Diesel , 1368 cc, 90 hp,160 km/h,14 sec,Petrol,5,200 Nm,"$9,000"
Tata Motors,Manza, 1.4L Petrol, 1368 cc, 90 hp,160 km/h,14 sec,Petrol,5,200 Nm,"$9,000"
Tata Motors,Manza,1.3L Quadrajet Diesel , 1368 cc,75 hp ,160 km/h,14 sec,Diesel,5, 115 Nm,"$9,000"
Tata Motors,Manza, 1.4L Petrol, 1368 cc,75 hp,160 km/h,14 sec,Diesel,5, 115 Nm,"$9,000"
Tata Motors,Manza,1.3L Quadrajet Diesel , 1368 cc, 90 hp,160 km/h,14 sec,Diesel,5, 115 Nm,"$9,000"
Tata Motors,Manza, 1.4L Petrol, 1368 cc, 90 hp,160 km/h,14 sec,Diesel,5, 115 Nm,"$9,000"
Tata Motors,Manza,1.3L Quadrajet Diesel , 1368 cc,75 hp ,160 km/h,14 sec,Petrol,5, 115 Nm,"$9,000"
Tata Motors,Manza, 1.4L Petrol, 1368 cc,75 hp ,160 km/h,14 sec,Petrol,5, 115 Nm,"$9,000"
Tata Motors,Manza,1.3L Quadrajet Diesel , 1368 cc, 90 hp,160 km/h,15 sec,Petrol,5, 115 Nm,"$9,000"
Tata Motors,Manza, 1.4L Petrol, 1368 cc, 90 hp,160 km/h,15 sec,Petrol,5, 115 Nm,"$9,000"
Tata Motors,Indigo LX,1.4L CR4 Diesel,1396 cc,70 hp,150 km/h,17 sec,Diesel,5,140 Nm,"$7,000"
Tata Motors,Indigo GLX,1.4L MPFI Petrol,1396 cc,85 hp,160 km/h,15 sec,Petrol,5,115 Nm,"$7,200"
Cadillac,Escalade ESV,6.2L V8 Gasoline,6200 cc,420 hp,205 km/h,6.9 sec,Petrol,7,624 Nm,"$82,295"
Tata Motors,Nexon,1.2L Turbo Petrol ,1199 cc ,118 hp ,180 km/h,10 sec,Petrol,5,170-260 Nm,"$14,000"
Tata Motors,Nexon, 1.5L Diesel,1199 cc ,118 hp ,180 km/h,10 sec,Petrol,5,170-260 Nm,"$14,000"
Tata Motors,Nexon,1.2L Turbo Petrol ,1199 cc, 110 hp,180 km/h,10 sec,Petrol,5,170-260 Nm,"$14,000"
Tata Motors,Nexon, 1.5L Diesel,1199 cc, 110 hp,180 km/h,10 sec,Petrol,5,170-260 Nm,"$14,000"
Tata Motors,Nexon,1.2L Turbo Petrol ,1199 cc,118 hp ,180 km/h,10 sec,Diesel,5,170-260 Nm,"$14,000"
Tata Motors,Nexon, 1.5L Diesel,1199 cc,118 hp ,180 km/h,10 sec,Diesel,5,170-260 Nm,"$14,000"
Tata Motors,Nexon,1.2L Turbo Petrol ,1199 cc, 110 hp,180 km/h,10 sec,Diesel,5,170-260 Nm,"$14,000"
Tata Motors,Nexon, 1.5L Diesel,1199 cc, 110 hp,180 km/h,10 sec,Diesel,5,170-260 Nm,"$14,000"
Tata Motors,Nexon,1.2L Turbo Petrol , 1497 cc,118 hp ,180 km/h,10 sec,Petrol,5,170-260 Nm,"$14,000"
Tata Motors,Nexon, 1.5L Diesel, 1497 cc,118 hp ,180 km/h,10 sec,Petrol,5,170-260 Nm,"$14,000"
Tata Motors,Nexon,1.2L Turbo Petrol , 1497 cc, 110 hp,180 km/h,10 sec,Petrol,5,170-260 Nm,"$14,000"
Tata Motors,Nexon, 1.5L Diesel, 1497 cc, 110 hp,180 km/h,10 sec,Petrol,5,170-260 Nm,"$14,000"
Tata Motors,Nexon,1.2L Turbo Petrol , 1497 cc,118 hp ,180 km/h,10 sec,Diesel,5,170-260 Nm,"$14,000"
Tata Motors,Nexon, 1.5L Diesel, 1497 cc,118 hp ,180 km/h,10 sec,Diesel,5,170-260 Nm,"$14,000"
Tata Motors,Nexon,1.2L Turbo Petrol , 1497 cc, 110 hp,180 km/h,10 sec,Diesel,5,170-260 Nm,"$14,000"
Tata Motors,Nexon, 1.5L Diesel, 1497 cc, 110 hp,180 km/h,10 sec,Diesel,5,170-260 Nm,"$14,000"
Tata Motors,Nexon EV Max,Permanent Magnet Synchronous,40.5 kWh,143 hp,140 km/h,9 sec,Electric,5,250 Nm,"$25,000"
Tata Motors,Harrier,2.0L Kryotec Turbocharged Diesel,1956 cc,168 hp,180 km/h,11 sec,Diesel,5,350 Nm,"$23,000"
Tata Motors,Safari,2.0L Kryotec Turbocharged Diesel,1956 cc,168 hp,180 km/h,11 sec,Diesel,7,350 Nm,"$25,500"
Tata Motors,Punch,1.2L Revotron Petrol,1199 cc,86 hp,160 km/h,16 sec,Petrol,5,113 Nm,"$10,500"
Tata Motors,Hexa,2.2L Varicor Diesel,2179 cc,154 hp,180 km/h,12 sec,Diesel,7,400 Nm,"$20,000"
Tata Motors,Aria,2.2L Dicor Diesel,2179 cc,138 hp,162 km/h,13 sec,Diesel,7,320 Nm,"$19,000"
Tata Motors,Sumo Gold,3.0L CR4 Diesel,2956 cc,85 hp,125 km/h,17.6 sec,Diesel,7,250 Nm,"$15,000"
Tata Motors,Sumo Grande,2.2L Dicor Diesel,2179 cc,118 hp,140 km/h,15 sec,Diesel,7,250 Nm,"$16,500"
Tata Motors,Nexon EV Prime,Permanent Magnet Synchronous,30.2 kWh,129 hp,120 km/h,9.4 sec,Electric,5,245 Nm,"$22,000"
Tesla,Model S,Dual Electric Motors,100 kWh,670 hp,250 km/h,3.1 sec,Electric,5,967 Nm,"$88,490"
Tsla,Model S Plaid,Tri Electric Motors,100 kWh,"1,020 hp",322 km/h,2.1 sec,Electric,5,"1,400 Nm","$108,490"
Tsla,Model 3,Single Electric Motor (RWD),60 kWh,283 hp,225 km/h,5.8 sec,Electric,5,420 Nm,"$40,240"
Tesla,Model 3 Performance,Dual Electric Motors (AWD),82 kWh,450 hp,261 km/h,3.1 sec,Electric,5,660 Nm,"$53,240"
Tesla,Model X,Dual Electric Motors (AWD),100 kWh,670 hp,250 km/h,3.8 sec,Electric,7,967 Nm,"$98,490"
Tesla,Model X Plaid,Tri Electric Motors,100 kWh,"1,020 hp",262 km/h,2.6 sec,Electric,6,"1,400 Nm","$113,490"
Tesla,Model Y,Single Electric Motor (RWD),75 kWh,346 hp,217 km/h,5.0 sec,Electric,5,498 Nm,"$47,490"
Tesla,Model Y Long Range,Dual Electric Motors (AWD),82 kWh,384 hp,217 km/h,4.8 sec,Electric,5,559 Nm,"$50,490"
Tesla,Cybertruck,Tri Electric Motors,200 kWh,800 hp,209 km/h,2.9 sec,Electric,6,"1,355 Nm","$69,900"
Tesla,Roadster 2,Quad Electric Motors,200 kWh,"1,288 hp",402 km/h,1.9 sec,Electric,4,"10,000 Nm","$200,000"
Jeep,Wrangler,3.6L V6 Pentastar Gasoline,3600 cc,285 hp,180 km/h,6.8 sec,Petrol,4,353 Nm,"$35,195"
Jeep,Wrangler Rubicon,2.0L Turbo I4 Gasoline,2000 cc,270 hp,180 km/h,7.1 sec,Petrol,4,400 Nm,"$42,100"
Jeep,Grand Cherokee,3.6L V6 Pentastar Gasoline,3600 cc,293 hp,209 km/h,7.0 sec,Petrol,5,352 Nm,"$41,530"
Jeep,Grand Cherokee L,3.6L V6 Pentastar Gasoline,3600 cc,293 hp,209 km/h,7.2 sec,Petrol,7,352 Nm,"$43,530"
Jeep,Cherokee,2.4L I4 Tigershark Gasoline,2400 cc,180 hp,195 km/h,8.5 sec,Petrol,5,230 Nm,"$37,695"
Jeep,Compass,2.0L Turbo Gasoline,2000 cc,200 hp,200 km/h,7.8 sec,Petrol,5,320 Nm,"$31,590"
Jeep,Renegade,1.3L Turbo I4 Gasoline,1300 cc,177 hp,200 km/h,8.7 sec,Petrol,5,285 Nm,"$28,345"
Jeep,Gladiator,3.6L V6 Pentastar Gasoline,3600 cc,285 hp,177 km/h,8.1 sec,Petrol,5,353 Nm,"$38,775"
Jeep,Wagoneer,5.7L V8 Gasoline with eTorque,5700 cc,392 hp,190 km/h,7.4 sec,Petrol,8,548 Nm,"$63,595"
Jeep,Grand Wagoneer,6.4L V8 Gasoline,6400 cc,471 hp,190 km/h,6.0 sec,Petrol,8,617 Nm,"$91,495"
Jeep,Grand Cherokee 4xe,2.0L Turbo PHEV,17.3 kWh,375 hp,210 km/h,6.0 sec,Hybrid,5,637 Nm,"$59,865"
Jeep,Wrangler 4xe,2.0L Turbo PHEV,17.3 kWh,375 hp,180 km/h,6.4 sec,Hybrid,5,637 Nm,"$50,695"
Jeep,Compass 4xe,1.3L Turbo PHEV,11.4 kWh,240 hp,200 km/h,7.3 sec,Hybrid,5,270 Nm,"$46,500"
Jeep,Renegade 4xe,1.3L Turbo PHEV,11.4 kWh,240 hp,200 km/h,7.5 sec,Hybrid,5,270 Nm,"$44,500"
Mazda,Mazda2,1.5L 4-Cylinder,"1,500 cc",108 hp,180 km/h,10.2 sec,Petrol,5,142 Nm,"$17,000-$20,000"
Jeep,Wagoneer S (Electric),Dual Electric Motors,100 kWh,600 hp,177 km/h,4.5 sec,Electric,5,850 Nm,"$80,000"
Jeep,Gladiator Mojave Edition,3.6L V6 Pentastar Gasoline,3600 cc,285 hp,177 km/h,8.6 sec,Petrol,5,353 Nm,"$51,570"
Jeep,Grand Cherokee Summit Reserve,5.7L V8 Gasoline,5700 cc,357 hp,190 km/h,7.3 sec,Petrol,5,529 Nm,"$66,575"
Jeep,Jeep Cherokee X Edition,3.2L V6 Pentastar Gasoline,3200 cc,271 hp,195 km/h,7.6 sec,Petrol,5,324 Nm,"$41,295"
Jeep,Wrangler 392,6.4L V8 HEMI Gasoline,6400 cc,470 hp,160 km/h,4.5 sec,Petrol,4,637 Nm,"$82,495"
Cadillac,XT4,2.0L Turbo Inline-4 Gasoline,2000 cc,235 hp,220 km/h,7.6 sec,Petrol,5,350 Nm,"$37,490"
Cadillac,XT5,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,6.5 sec,Petrol,5,366 Nm,"$44,195"
Cadillac,XT6,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,6.9 sec,Petrol,7,366 Nm,"$48,595"
Cadillac,Lyriq EV,Single Electric Motor,100 kWh,340 hp,190 km/h,5.7 sec,Electric,5,440 Nm,"$58,590"
Cadillac,Escalade V,6.2L Supercharged V8 Gasoline,6200 cc,682 hp,200 km/h,4.4 sec,Petrol,7,885 Nm,"$149,990"
Cadillac,Escalade Platinum,6.2L V8 Gasoline,6200 cc,420 hp,210 km/h,6.8 sec,Petrol,7,624 Nm,"$104,595"
Cadillac,CT5-V Blackwing,6.2L Supercharged V8 Gasoline,6200 cc,668 hp,320 km/h,3.4 sec,Petrol,5,893 Nm,"$92,000"
Cadillac,CT4-V Blackwing,3.6L Twin-Turbo V6 Gasoline,3600 cc,472 hp,290 km/h,3.9 sec,Petrol,5,603 Nm,"$60,495"
Cadillac,XT4 Sport,2.0L Turbo Inline-4 Gasoline,2000 cc,235 hp,220 km/h,7.4 sec,Petrol,5,350 Nm,"$41,390"
Cadillac,XT5 Sport,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,6.5 sec,Petrol,5,366 Nm,"$51,095"
Cadillac,XT6 Sport,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,6.9 sec,Petrol,7,366 Nm,"$57,095"
Cadillac,Lyriq Launch Edition,Single Electric Motor,100 kWh,340 hp,190 km/h,5.7 sec,Electric,5,440 Nm,"$59,990"
Cadillac,Lyriq EV Premium,Dual Electric Motors,100 kWh,500 hp,210 km/h,4.5 sec,Electric,5,620 Nm,"$64,990"
Cadillac,CT5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,2000 cc,237 hp,240 km/h,6.8 sec,Petrol,5,350 Nm,"$41,290"
Chevrolet,Spark,1.4L Inline-4 Gasoline,1400 cc,98 hp,180 km/h,10.7 sec,Petrol,5,127 Nm,"$14,595"
Chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,1400 cc,138 hp,190 km/h,8.5 sec,Petrol,5,200 Nm,"$16,720"
Chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,1500 cc,160 hp,210 km/h,8.0 sec,Petrol,5,250 Nm,"$25,000"
Chevrolet,Camaro,2.0L Turbo Inline-4 Gasoline,2000 cc,275 hp,240 km/h,5.4 sec,Petrol,4,400 Nm,"$26,400"
Chevrolet,Corvette,6.2L V8 Gasoline,6200 cc,495 hp,312 km/h,3.0 sec,Petrol,2,637 Nm,"$65,895"
Chevrolet,Traverse,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,7.0 sec,Petrol,7,360 Nm,"$35,915"
Chevrolet,Equinox,1.5L Turbo Inline-4 Gasoline,1500 cc,170 hp,200 km/h,8.9 sec,Petrol,5,275 Nm,"$26,600"
Chevrolet,Blazer,3.6L V6 Gasoline,3600 cc,308 hp,220 km/h,6.6 sec,Petrol,5,366 Nm,"$44,000"
Chevrolet,Tahoe,5.3L V8 Gasoline,5300 cc,355 hp,200 km/h,7.5 sec,Petrol,7,519 Nm,"$56,995"
Chevrolet,Suburban,5.3L V8 Gasoline,5300 cc,355 hp,190 km/h,7.6 sec,Petrol,8,519 Nm,"$59,900"
Chevrolet,Colorado,2.7L Turbo Inline-4 Gasoline,2700 cc,310 hp,190 km/h,6.8 sec,Petrol,5,583 Nm,"$30,695"
Chevrolet,Silverado 1500,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.0 sec,Petrol,6,519 Nm,"$42,795"
Chevrolet,Silverado 2500HD,6.6L V8 Gasoline,6600 cc,401 hp,170 km/h,8.0 sec,Petrol,6,629 Nm,"$41,500"
Chevrolet,Silverado 3500HD,6.6L V8 Diesel,6600 cc,445 hp,160 km/h,8.5 sec,Diesel,6,1234 Nm,"$45,500"
Chevrolet,Bolt EV,Single Electric Motor,66 kWh,200 hp,150 km/h,6.5 sec,Electric,5,360 Nm,"$27,495"
Chevrolet,Bolt EUV,Single Electric Motor,66 kWh,200 hp,150 km/h,7.0 sec,Electric,5,360 Nm,"$28,795"
Chevrolet,Trailblazer,1.3L Turbo Inline-3 Gasoline,1300 cc,155 hp,200 km/h,9.4 sec,Petrol,5,236 Nm,"$23,100"
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000 cc,250 hp,240 km/h,5.8 sec,Petrol,5,353 Nm,"$33,500"
Chevrolet,Camaro ZL1,6.2L Supercharged V8 Gasoline,6200 cc,650 hp,318 km/h,3.5 sec,Petrol,4,881 Nm,"$67,300"
Chevrolet,Corvette Stingray,6.2L V8 Gasoline,6200 cc,495 hp,312 km/h,3.0 sec,Petrol,2,637 Nm,"$65,895"
Chevrolet,Silverado 1500 High Country,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.0 sec,Petrol,6,519 Nm,"$61,595"
Chevrolet,Silverado 1500 Trail Boss,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.0 sec,Petrol,6,519 Nm,"$55,895"
Chevrolet,Silverado 1500 RST,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.1 sec,Petrol,6,519 Nm,"$50,895"
Chevrolet,Colorado ZR2,2.8L Turbo Diesel I4,2800 cc,181 hp,160 km/h,9.1 sec,Diesel,5,500 Nm,"$48,295"
Chevrolet,Traverse Premier,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,7.0 sec,Petrol,7,360 Nm,"$46,600"
Chevrolet,Equinox Premier,1.5L Turbo Inline-4 Gasoline,1500 cc,170 hp,200 km/h,8.8 sec,Petrol,5,275 Nm,"$33,400"
Chevrolet,Blazer RS,3.6L V6 Gasoline,3600 cc,308 hp,220 km/h,6.6 sec,Petrol,5,366 Nm,"$48,900"
Chevrolet,Bolt EV 2LT,Single Electric Motor,66 kWh,200 hp,150 km/h,6.7 sec,Electric,5,360 Nm,"$28,795"
Chevrolet,Camaro SS,6.2L V8 Gasoline,6200 cc,455 hp,290 km/h,4.3 sec,Petrol,4,617 Nm,"$43,500"
Chevrolet,Corvette Grand Sport,6.2L V8 Gasoline,6200 cc,460 hp,290 km/h,3.9 sec,Petrol,2,630 Nm,"$65,900"
Chevrolet,Traverse RS,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,7.0 sec,Petrol,7,360 Nm,"$43,700"
Chevrolet,Blazer Premier,3.6L V6 Gasoline,3600 cc,308 hp,220 km/h,6.6 sec,Petrol,5,366 Nm,"$45,000"
Chevrolet,Malibu LT,1.5L Turbo Inline-4 Gasoline,1500 cc,160 hp,210 km/h,8.5 sec,Petrol,5,250 Nm,"$25,800"
Chevrolet,Spark Activ,1.4L Inline-4 Gasoline,1400 cc,98 hp,180 km/h,11.0 sec,Petrol,5,127 Nm,"$17,595"
Chevrolet,Trax LT,1.2L Turbo Inline-3 Gasoline,1200 cc,137 hp,200 km/h,9.2 sec,Petrol,5,220 Nm,"$24,100"
Chevrolet,Equinox LT,1.5L Turbo Inline-4 Gasoline,1500 cc,170 hp,200 km/h,8.9 sec,Petrol,5,275 Nm,"$28,400"
Chevrolet,Silverado 3500HD High Country,6.6L V8 Diesel,6600 cc,445 hp,160 km/h,8.5 sec,Diesel,6,1234 Nm,"$75,700"
Chevrolet,Colorado WT,2.7L Turbo Inline-4 Gasoline,2700 cc,310 hp,190 km/h,6.9 sec,Petrol,5,583 Nm,"$29,200"
Chevrolet,Suburban High Country,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,7.0 sec,Petrol,8,624 Nm,"$82,400"
Chevrolet,Silverado Custom,4.3L V6 Gasoline,4300 cc,285 hp,180 km/h,8.5 sec,Petrol,6,413 Nm,"$33,900"
Chevrolet,Spark LS,1.4L Inline-4 Gasoline,1400 cc,98 hp,180 km/h,10.9 sec,Petrol,5,127 Nm,"$14,395"
Chevrolet,Traverse LT,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,7.1 sec,Petrol,7,360 Nm,"$37,200"
Chevrolet,Blazer LT,2.5L Inline-4 Gasoline,2500 cc,193 hp,200 km/h,9.0 sec,Petrol,5,255 Nm,"$36,100"
Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,2000 cc,250 hp,240 km/h,5.8 sec,Petrol,5,353 Nm,"$34,500"
Chevrolet,Equinox RS,1.5L Turbo Inline-4 Gasoline,1500 cc,170 hp,200 km/h,8.8 sec,Petrol,5,275 Nm,"$31,900"
Chevrolet,Silverado 1500 Custom,4.3L V6 Gasoline,4300 cc,285 hp,180 km/h,8.6 sec,Petrol,6,413 Nm,"$34,900"
Chevrolet,Silverado 2500HD LTZ,6.6L V8 Diesel,6600 cc,445 hp,160 km/h,8.4 sec,Diesel,6,1234 Nm,"$56,400"
Chevrolet,Tahoe RST,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.4 sec,Petrol,7,519 Nm,"$64,100"
Chevrolet,Suburban LT,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,5.1 sec,Petrol,8,519 Nm,"$64,400"
Chevrolet,Bolt EV Premier,Single Electric Motor,66 kWh,200 hp,150 km/h,6.5 sec,Electric,5,360 Nm,"$31,700"
Chevrolet,Tahoe LS,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.5 sec,Petrol,8,519 Nm,"$56,995"
Chevrolet,Tahoe LT,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.4 sec,Petrol,8,519 Nm,"$62,495"
Chevrolet,Tahoe Z71,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.6 sec,Petrol,7,519 Nm,"$66,700"
Chevrolet,Tahoe Premier,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,6.8 sec,Petrol,7,624 Nm,"$71,600"
Chevrolet,Tahoe High Country,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,6.7 sec,Petrol,7,624 Nm,"$76,700"
Chevrolet,Tahoe Midnight Edition,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.5 sec,Petrol,8,519 Nm,"$65,500"
Chevrolet,Tahoe Sport Edition,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,6.8 sec,Petrol,7,624 Nm,"$70,000"
GMC,Terrain,1.5L Turbo 4-cylinder,1500 cc,175 hp,190 km/h,9.5 sec,Petrol,5,275 Nm,"$29,900"
GMC,Acadia,2.0L Turbo 4-cylinder,2000 cc,228 hp,200 km/h,7.8 sec,Petrol,7,350 Nm,"$36,800"
GMC,Yukon,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.4 sec,Petrol,8,519 Nm,"$57,400"
GMC,Yukon XL,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,6.9 sec,Petrol,8,624 Nm,"$61,100"
GMC,Canyon,2.7L Turbo 4-cylinder,2700 cc,310 hp,190 km/h,7.6 sec,Petrol,5,583 Nm,"$36,900"
GMC,Sierra 1500,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.3 sec,Petrol,6,519 Nm,"$37,100"
GMC,Sierra 2500HD,6.6L V8 Diesel,6600 cc,401 hp,175 km/h,7.5 sec,Diesel,6,629 Nm,"$43,900"
GMC,Sierra 3500HD,6.6L V8 Diesel,6600 cc,445 hp,175 km/h,7.4 sec,Diesel,6,1234 Nm,"$49,000"
GMC,Hummer EV Pickup,Dual-Motor Electric,212 kWh,625 hp,170 km/h,3.0 sec,Electric,5,1000+ Nm,"$108,700"
GMC,Hummer EV SUV,Dual-Motor Electric,212 kWh,625 hp,170 km/h,3.5 sec,Electric,5,1000+ Nm,"$105,600"
GMC,Yukon Denali,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,6.8 sec,Petrol,8,624 Nm,"$72,800"
GMC,Sierra Denali,6.2L V8 Gasoline,6200 cc,420 hp,190 km/h,6.7 sec,Petrol,6,624 Nm,"$66,800"
GMC,Terrain AT4,1.5L Turbo 4-cylinder,1500 cc,175 hp,190 km/h,9.6 sec,Petrol,5,275 Nm,"$36,500"
GMC,Acadia AT4,3.6L V6 Gasoline,3600 cc,310 hp,210 km/h,7.6 sec,Petrol,6,366 Nm,"$41,400"
GMC,Sierra 1500 AT4,5.3L V8 Gasoline,5300 cc,355 hp,180 km/h,7.4 sec,Petrol,6,519 Nm,"$53,800"
GMC,Sierra 2500HD Denali,6.6L V8 Diesel,6600 cc,401 hp,175 km/h,7.5 sec,Diesel,6,1234 Nm,"$72,200"
GMC,Sierra Elevation,2.7L Turbo 4-cylinder,2700 cc,310 hp,190 km/h,7.6 sec,Petrol,5,583 Nm,"$45,000"
GMC,Canyon AT4,2.7L Turbo 4-cylinder,2700 cc,310 hp,190 km/h,7.5 sec,Petrol,5,583 Nm,"$43,900"
GMC,Canyon Denali,2.7L Turbo 4-cylinder,2700 cc,310 hp,190 km/h,7.5 sec,Petrol,5,583 Nm,"$48,000"
GMC,Yukon XL Denali Ultimate,6.2L V8 Gasoline,6200 cc,420 hp,200 km/h,6.7 sec,Petrol,8,624 Nm,"$93,800"
GMC,Terrain Denali,1.5L Turbo 4-cylinder,1500 cc,175 hp,190 km/h,9.5 sec,Petrol,5,275 Nm,"$38,600"
GMC,Acadia Denali,3.6L V6 engine,"3,564 cc",310 hp,210 km/h,6.5 sec,Petrol,7,366 Nm,"$54,300"
GMC,Yukon AT4,5.3L V8 engine,"5,327 cc",355 hp,210 km/h,7.1 sec,Petrol,8,519 Nm,"$71,505"
GMC,Yukon XL AT4,5.3L V8 engine,"5,327 cc",355 hp,210 km/h,7.3 sec,Petrol,8,519 Nm,"$73,305"
